"text","label"
"Bovespa fecha praticamente estável, com movimento de ajuste limitado por ganhos da Vale",1
"Perda do FGTS com ações já é de R$ 662 milhões",0
"Vale anuncia proposta de remuneração mínima aos acionistas para 2008",1
"China volta a prometer ‘contramedidas’ contra tarifas dos EUA",0
"Dólar fecha em alta de 0,48%, a R$ 3,9590. Ibovespa recua 1,04%, a 95.008 pontos.",0
"Escolha diabólica pode fazer Brasil se afundar na crise rapidamente, diz CNBC sobre eleições",0
"Pedro Parente diz que teve uma lição ao comandar a Petrobras e que saiu para preservá-la",1
"Juros mais baixos levam Bolsa a ficar acima dos 105 mil pontos",1
"Bolsa tem baixa de 0,05% com declaração de Bolsonaro sobre juros do BB",0
"Iminente alta de combustíveis pela Petrobras, as ações preferidas do Itaú BBA para 2017 e mais 9 notícias",0
"Petrobras e mais 5 ações afundam até 4% após serem excluídas de ""Buy List"" do Itaú; JBS desaba 9%",0
"Bovespa opera em queda pelo quinto dia seguido, com recuo de 0,14%",0
"Posto formal tende a dar maior contribuição para melhora do desemprego, diz Itaú",1
"Ação da Via Varejo dispara 74% e Embraer cai 9%: as maiores altas e as maiores quedas do Ibovespa em abril",1
"Ações do Magazine Luiza começam a ser negociadas na BM&F Bovespa",1
"Abilio será indicado hoje para a BRF",0
"Bovespa sobe mais de 1% e fecha no maior desde janeiro de 2013",1
"ANP retira interdição da Replan em instalações não afetadas pelo incêndio",0
"Fundos de Petrobras e Vale ofereceram retorno superior a 10% em novembro",1
"Eunício defende ""previsibilidade"" na política de preços da Petrobras",0
"Bovespa cai 0,01% nesta segunda, após ultrapassar 72 mil pontos na última semana",0
"Índice da Bovespa registra queda de 1,26% devido a perda de commodities",1
"Petrobras ainda espera devolução de R$ 43,1 bilhões pela Lava Jato",0
"Falas de ministros e vice-presidente sobre liberação de recursos incomodam área econômica",0
"Vale do Rio Doce vai distribuir US$ 825 milhões aos seus acionistas",1
"Petrobras marca data para apresentar resultado, regate de bonds da Vale, 2 dividendos e mais 5 notícias",1
"Companhia Vale do Rio Doce anuncia distribuição de juros sobre capital próprio",1
"Participação de investidor Pessoa Física na Bovespa aumenta 43% em janeiro",1
"Após manhã negativa, Ibovespa opera perto da estabilidade e dólar cai",0
"Com desconfiança do mercado, ações do BTG e da BR Pharma despencam",0
"Dia dos bancos: Itaú, Bradesco e BB disparam e ganham R$ 11 bilhões em valor de mercado",1
"Crise “política, econômica e moral” criou uma boa oportunidade para o Brasil, diz Financial Times",0
"Banco do Brasil tem reserva de R$ 2 bilhões para o caso de perdas com a Odebrecht",1
"Itaú Unibanco supera expectativas e vê lucro saltar 11% no 3º trimestre, para R$ 6,25 bilhões",1
"Eleições e guerra comercial fazem dólar subir mais de 2% e chegar aos R$ 4,15",0
"M. Dias Branco dispara 7% e Locamerica salta 4% por balanços,Petrobras sobe com petróleo e mais destaques",1
"Produção da Petrobras tem alta de 6,4% no segundo trimestre e vai a 2,8 milhões de barris",1
"Barata demais? Ação renasce com alta de 150% em 4 dias e não deve virar “caso isolado”",1
"Crianças são 0,4% dos investidores pessoas físicas na BM&F Bovespa",1
"Aumento de impostos é insuficiente, e governo não deve cumprir atual meta fiscal, projeta Itaú",0
"BTG Pactual indica ação e prevê alta de quase 40% em um ano",1
"Empregados da Eletrobras suspendem greve de 72 horas",0
"Toffoli suspende efeitos de ação trabalhista de R$ 17 bilhões contra Petrobras",0
"Reforma da Previdência impacta resultados na Bovespa e decisão dos investidores",1
"Samarco não vai retomar as operações neste ano",0
"Vale e siderúrgicas caem até 4% com tensão entre EUA e China; Petrobras tem baixa de mais de 1%",0
"Itaú salta quase 4% após balanço surpreender; Vale sobe 3% com minério e JBS cai 5% com pedido do MPF",1
"A ação que um dos maiores investidores do Brasil está comprando na Bovespa",1
"Ações da Petrobras saltam quase 5%, Vale avança 3% e bancos sobem forte",1
"Após recorde na sexta-feira, Bolsa abre em queda com exterior negativo",0
"Itaú é condenado após recusar indenização a gerente aposentada por invalidez",0
"Ataque a refinarias faz petróleo disparar",0
"Ações da Vale e Fleury serão negociadas ""ex"" no próximo pregão; yields chegam em 2,25%",1
"Ibovespa Futuro cai seguindo exterior e em meio a crise na Educação; dólar e DIs sobem",0
"Bovespa fecha no azul; Suzano avança 2% após resultado trimestral",1
"Três meses depois, caminhoneiros seguem insatisfeitos",0
"Ação da CSN dispara 7% com recomendação elevada; RD salta com lançamento de marketplace e Vale sobe com minério",1
"Explosão em Paulínia não vai causar desabastecimento de combustível, diz Petrobrás",0
"Bovespa fecha em leve queda em dia de decisões sobre juros no Brasil e EUA",0
"Vale e siderúrgicas saltam até 6% com China e elétrica dispara 27% em 4 pregões; veja os destaques",1
"ADRs seguem bom humor externo e sobem em NY; Petrobras salta 2% e BRF dispara 5%",1
"Jornal corrige declaração de Lula sobre “traição” de Dilma ao seu eleitorado",0
"Vale cai mais de 1% seguindo a baixa do minério",0
"Bovespa fecha em leve alta mesmo com fritura da equipe econômica",1
"Bolsa cai quase 2% com atraso na Previdência e julgamento de soltura de Lula",0
"Petrobras cai mais de 1% com queda forte do petróleo; Embraer sobe 3% com encomenda bilionária",0
"Dólar bate em R$ 3,99 e Bolsa volta a cair no Brasil",0
"BRF salta até 8% com Parente perto da presidência; Petrobras tem alta de olho na cessão onerosa",1
"Itaú BBA reforça coro do BTG e prevê recorde de novidades em ""novo Ibovespa""",1
"Relatório da reforma da Previdência agrada e dólar cai a R$ 3,85",1
"Governo do Rio veta duplicação de terminal da Transpetro",0
"Dólar cai com otimismo sobre reforma da Previdência",1
"Eletrobras tem leilão liberado; Petrobras abre caminho para vender Transpetro, recomendações e mais notícias",1
"5 times de futebol que seriam ""campeões"" na Bovespa (se tivessem ações listadas)",1
"Como fica a reforma da Previdência diante da maior crise do governo Bolsonaro?",0
"Itaú cai 3% após ser alvo da Zelotes; Vale dispara 5% puxada por minério de ferro",0
"BB troca comando em empresa de consórcio após casa civil barrar filiado ao PT",0
"Cade recomenda aprovação da compra do Citibank pelo Itaú",1
"EUA e China não alcançam acordo comercial, mas abrem espaço para novas consultas",0
"Duas boas pagadoras de dividendos ficaram ""ex"" na Bovespa amanhã; veja detalhes",0
"Risco de derrota de Macri derruba mercado argentino e contamina Brasil",0
"Bolsa cai 1,5% na semana com temor sobre economia global",0
"Bovespa opera sem viés definido dividido entre notícias corporativas locais e exterior",0
"Polícia Federal tenta obter dados sigilosos de CPI da Petrobras",0
"Gasolina cai nas refinarias e sobe nas bombas dos postos",0
"Após bater recorde, dólar recua para R$ R$ 4,16 e Bolsa avança 1%",1
"Compre a ação que os donos do Itaú possuem e não do seu banco",1
"Monopólio de refino da Petrobras perto do fim, freio de arrumação de R$ 5 bi na BRF e mais 9 notícias",0
"França e Irlanda ameaçam acordo UE-Mercosul se Brasil não proteger a Amazônia",0
"Petrobras produz 2,952 milhões de barris de óleo equivalente de petróleo, gás e LGN no terceiro trimestre",1
"Ação do IRB salta quase 6%, Vale e CSN avançam mais de 1% com minério e bancos caem até 2%",1
"Petrobras paga parcela de quase US$ 1 bi em acordo nos EUA; leilão da Eletrobras mantido e mais notícias",0
"Itaú vê risco de baixa para previsão de Selic a 10% ao ano no fim de 2017",0
"Vale descarta aporte imediato na Samarco para arcar com danos ambientais",0
"BRF e Marfrig de olho na venda de ativos; recomendação e mais 2 notícias de Petrobras e outros destaques",1
"Azul sobe 2% após anunciar parceria com Correios; Vale salta mais de 8% em 6 pregões",1
"Trump chega na Bovespa: as 3 ações que os analistas recomendam para ganhar com o presidente dos EUA",1
"Petrobras, Vale e siderúrgicas caem com commodities; seguradora sobe 2% após recomendação",0
"Fundos querem indenização de R$ 8 bi da Petrobras, as preferidas do Itaú BBA, boa notícia para o BB e mais 9 destaques",0
"Opções de venda da Vale sobem 300% em 4 dias, enquanto ação atinge mínima em 11 anos",1
"Banco do Brasil pagará mais de R$ 840 milhões aos acionistas",1
"CFO da Vale fala sobre presente e futuro da companhia em entrevista; acompanhe ao vivo",1
"Após máxima em 17 meses, Bitcoin despenca US$ 1.500 em minutos com queda em site de exchange",0
"Bovespa apresenta queda de 1,17%, porém cresce em valor de mercado",0
"Tempo é dinheiro? Veja cinco investimentos para lucrar a curto prazo na Bovespa",1
"Bovespa fecha em alta nesta segunda-feira",1
"Petrobras deve ter lucro 2.000% maior no 2º tri, de R$ 6,9 bilhões, apesar dos efeitos da greve",1
"BR Properties despenca 9% após Petrobras devolver prédio; estatal tem leve alta apesar da disparada do petróleo",1
"Petrobras conclui emissão de US$ 1 bilhão e registra menor taxa para bond de 10 anos",1
"Candidatos querem vender refinarias",0
"Dividendo do Itaú pode aumentar, IPO da Camil gira R$ 1,32 bi, leilões e mais destaques no radar",1
"Vale a pena comprar Usiminas depois da alta de 20% em 2018?",1
"Ambev fecha parceria com empresa que faz cerveja em pó",1
"Comprado em Vale? Banco alerta para queda ""iminente"" de um dos principais drivers da mineradora",0
"Petrobras tem lucro de R$ 10 bilhões no trimestre, o melhor desde 2011",1
"Petrobras recua 1% com interferência da ANP; Minerva e BRF sobem com rumor de fusão; Vale salta 2%",1
"À espera de corte de juros, ações de bancos têm queda na Bolsa de São Paulo",0
"Bolsa fecha o dia em leve baixa e dólar sobe a R$ 3,90",0
"Bovespa fecha em alta nesta quarta-feira, com destaque para JBS",1
"Cade estuda remédios para fusão de Fibria e Suzano, retomada de refinaria da Petrobras e outras notícias",1
"Ibovespa afunda 2,8% com Petrobras e bancos; dólar cai para R$ 3,76 com dupla atuação do BC",0
"Bovespa recua após ganhos recentes; Vale limita perda",0
"Bovespa: veja os principais destaques e acontecimentos da semana",1
"‘Notícia bem recebida’, diz Bolsonaro sobre EUA priorizarem Brasil na OCDE",1
"Títulos prefixados pagam o dobro da Selic: vale a pena investir agora?",1
"Ambev lançará primeira água mineral em lata do Brasil até fim de 2019",1
"Petrobras recebe mais de R$ 1 bilhão recuperado pela Operação Lava Jato",1
"Bovespa fecha em queda de mais de 2% com realização de lucro; commodities pesam",0
"Bovespa encerra o pregão no azul e acumula alta de mais de 7% em janeiro",1
"Bovespa perde força com realizações de lucros após 4 dias de alta",0
"Petrobras antecipa recebimento de R$ 8,4 bi em créditos da Eletrobras",1
"Petrobras e bancos caem até 3% com aversão ao risco do mercado; JBS sobe com recomendação",0
"Petrobras, Vale e bancos caem em dia de aversão no risco do mercado; só uma ação do Ibovespa sobe",0
"Ambev unirá seus negócios na Venezuela com a Cervecería Regional",1
"BTG Pactual recomenda ação e espera que ela se valorize 140% em um ano",1
"Mercados globais têm forte queda com acirramento de guerra comercial",0
"Vale ultrapassa o Bradesco em valor de mercado e se torna a 4ª empresa mais valiosa da Bolsa",1
"Ambev acerta a compra de cervejaria artesanal do interior de São Paulo",1
"Primeiros anúncios de relatório da Previdência assustam mercado, e Bolsa cai",0
"A Petrobrás sob pressão",0
"Petrobras e Vale sobem, TIM avança com recomendação e Bradesco tem alta após animar em evento",1
"Eletropaulo dispara 8% após receber oferta de compra; Vale e siderúrgicas caem com nova ameaça de Trump à China",0
"BB lucra R$ 17,8 bi em 2019, alta de 32%; balanços de Suzano e Totvs; estreia da Moura Dubeux na B3 e mais",1
"Acionistas de Fibria e Suzano aprovam fusão; Petrobras avança com venda de ativos e mais notícias",1
"Bovespa recua 0,19%, após bater três recordes consecutivos na semana",0
"Crise na Venezuela pode impactar preços dos combustíveis no Brasil, diz Bolsonaro",0
"Ambev abre programa de estágio para recrutar 80 universitários negros",1
"Pregões Incríveis: IPO da Bovespa Holding, a alta de 52% que popularizou a bolsa",1
"Ação da Boa Vista (BOAS3) fecha em disparada de 15,16% em pregão de estreia na B3",1
"Cidade vê corte de empregos pela primeira vez desde 2009",0
"Itaú e Vale amenizam ganhos; Petrobras vira para queda com petróleo e educacionais têm novo dia de baixa",0
"Prejuízo da Petrobras em 2016 é o sexto maior da história da Bovespa; veja ranking",0
"Ibovespa sobe puxado por Petrobras e Vale após PIB dos EUA não surpreender",1
"Vale deve registrar menor produção em quatro anos, projetam analistas",0
"Petrobras faz acordo de US$ 853 milhões para encerrar investigações nos EUA",1
"Natura tem ""resultados impressionantes"" e Itaú BBA diz que é hora de comprar",1
"Itaú e TIM destoam do mercado e sobem após balanços; Petrobras cai forte seguindo petróleo",1
"Bovespa opera em baixa nesta quinta, atenta à agenda de reformas",0
"Bovespa fecha em alta, com PIB e Auxílio Emergencial no radar",1
"Ação que subiu 200% nos últimos quatro anos ainda irá valorizar mais, diz gestor",1
"Bolsa cai com atraso na reforma da Previdência",0
"Sabesp segue baixa após derrocada da véspera; Vale e Petrobras reagem a commodities e registram queda",1
"Moody's coloca ratings da Vale em revisão para rebaixamento",0
"Bovespa sobe 1,85% e recupera os 60 mil pontos, com Petrobras e bancos em destaque",1
"5 ações caem forte após balanços, Petrobras sobe 2% ""ajudada"" por STF e elétrica dispara 11%",1
"Petrobras repete estratégia da venda de ações e mira pessoa física em emissão de debêntures",1
"Petrobras oferece compra e Ibovespa mostra a força dos 79 mil pontos",1
"ANP segue sem pagar subsídios ao diesel à Petrobrás e outras companhias",0
"Ações da Petrobras confirmam sinal de reversão, mas possuem um grande desafio pela frente",1
"Petrobras tem leve queda; seguradoras avançam com recomendação e petroleira sobe 7% com início de produção",0
"Petrobras e BP formam aliança estratégica; Vale, Embraer, 5 recomendações e mais destaques no radar",1
"Dólar vai a R$ 3,96 e Ibovespa cai 2,5% com piora de guerra comercial",0
"Mercado vê eventual eleição de Trump como interrupção temporária de recuperação da Bovespa",0
"Petrobras fecha acordo de leniência; lucro da Renner salta 42% e mais resultados no radar",1
"Opções do Itaú ficam baratas e abrem oportunidade para montar estratégia de compra de volatilidade",1
"“Esperança” por privatização faz ações de Copasa e Banco do Brasil dispararem, mas qual a chance de isso acontecer?",1
"BRF dispara 12% com reestruturação de Parente; Vale cai de olho na China e Eletrobras salta 8%",0
"Banco do Brasil pode ser o mais prejudicado do setor com “efeito-Vale” após tragédia em Brumadinho",0
"Gol salta 11,6% com petróleo em queda e encomenda de aviões; Embraer avança e Petrobras cai 1%",0
"Bovespa opera em alta nesta segunda-feira, com avanço de 0,25%",1
"Região metropolitana do Rio lidera fechamento de vagas em 12 meses",0
"Há grandes oportunidades em “cada Brasil” para a Ambev, afirma CFO",1
"Cade aprova por unanimidade compra do Citi Brasil pelo Itaú com restrições",1
"Medo e desejo de ser Venezuela",0
"Petrobras e Vale caem com tensão entre EUA e Turquia, Marfrig, Kroton, Estácio e Qualicorp caem após balanços e outros destaques",0
"Fabricante de autopeças Meritor vai investir R$ 200 mi em nova fábrica em SP",1
"Embraer tem data para acordo com Boeing, BR Properties é rebaixada após Petrobras devolver prédio e mais notícias",0
"Petrobras deve receber R$ 590 milhões em subsídios do diesel do 2º trimestre",1
"Bovespa começa a semana com avanço de 0,35%",1
"Itaú tem sucesso em recursoe mantém valor de indenização fixado pelo TST",0
"CCR cai até 6% em meio a acusações na Lava Jato; Petrobras, Vale e siderúrgicas sobem forte e 2 ações reagem a recomendações",1
"Corretor fala sobre as carteiras de investimentos recomendadas na Bovespa",1
"Bovespa recua 1,71%, com alta nas ações da JBS e baixa nas da Vale",0
"Educacional salta 5,5% e Vale cai com ""guerra comercial""; 4 ações reagem a recomendações",0
"Ação da Warner Music estreia em alta de 20% na Nasdaq após maior IPO do ano nos EUA",1
"Bovespa fecha em alta com melhora no exterior",1
"Ibovespa segue difícil, mas Petrobras, Gerdau, Vale e B2W têm sinais de compra",1
"Embraer recebe pedido de US$ 1,1 bi da United, Vale tem produção recorde, 7 recomendações e outros destaques",1
"Ambev lucra mais de R$ 2 bi; balanços de Bradesco, GPA, Carrefour, derrota da Petrobras no Carf e mais notícias",1
"Bovespa sobe 1% e fecha na máxima da sessão, puxada por ações de bancos e Petrobras",1
"Manifestação contra reformas afeta as grandes cidades e termina em violência",0
"Eletrobras salta 4,5%, Petrobras sobe 2% e CVC afunda 6% com corte de recomendação; veja mais destaques",1
"Ação da Via Varejo sobe 2,5% e Magalu cai 1%; PetroRio dispara 6% após comprar fatia de campo da Petrobras",1
"Dívida ""dobrada"" da Eletrobras, Moody""s vê nova política da Vale com bons olhos, 2 recomendações e mais destaques",1
"Justiça condena Vale a pagar R$ 11,8 mi a familiares de vítimas de Brumadinho",0
"Próxima crise será muito pior que a de 2008 e será culpa das dívidas, alerta melhor gestor do mundo",0
"UBS tem alta de 99% no lucro do 3º trimestre e ação sobe mais de 2% na Bolsa de Zurique",1
"Itaú BBA eleva Hypermarcas; possível injeção de US$ 2 bi para a Oi, Vale e mais 9 empresas no radar",1
"Heineken abre centro de distribuição próprio em Aracaju",1
"Vale tem leve correção após subir 5% em 3 pregões; Petrobras se descola do petróleo e cai",1
"Não se engane com queda da ação: Vale teve um ótimo balanço - e mercado espera por mais dividendos",1
"Banco do Brasil isenta clientes de nova tarifa do cheque especial em 2020",1
"Ibovespa cai 0,8% e praticamente apaga alta da semana; dólar vai a R$ 4,09",0
"Termômetro Broadcast Bolsa: Expectativa de alta para Bolsa perde fôlego",0
"Bolsa cai abaixo dos 70 mil pontos pela primeira vez desde agosto do ano passado",0
"Dez maiores exportadoras da Bovespa vendem US$ 62 bilhões no exterior",1
"Cervejaria abre vagas na Bahia para profissionais com deficiência; veja como se candidatar",1
"Lama no consumo",0
"Vale anuncia dividendos de R$ 7,7 bilhões e programa de recompra de ações de R$ 1 bilhão",1
"Vale do Rio Doce anuncia distribuição de US$ 400 milhões em dividendos",1
"Ativa inclui Ambev e Gerdau em carteira recomendada para a semana",1
"Após amargar queda de mais de 20%, a gigante Kroton terá uma virada ao se reinventar no setor?",0
"Itaú supera estimativa com lucro de R$ 6,25 bi e outros 6 balanços; Braskem nega proposta de venda e mais destaques",1
"Com greve e embargo, prejuízo da indústria de carnes é de quase R$ 4 bi",0
"Vale e minério de ferro agradecem pela política antipoluição do governo chinês",1
"Produção de petróleo e gás da Petrobras cai 1,9% em junho",0
"Ação da Eletrobras bate máxima histórica e já tem alta de 66% em 2019",1
"Eclético, Apex Capital investe em ações de Itaú até Vale; gestor explica os motivos",1
"Ações de Vale e Petrobras caem 4% com “efeito China”; apenas IRB e Marfrig sobem no Ibovespa",0
"Banco do Brasil pagará até 40% de seu lucro aos acionistas; saiba como aproveitar",1
"Ação da Via Varejo tem nova alta e salta 14% em 2 pregões; Marfrig sobe 3%",1
"Bovespa fecha em queda no 1º pregão de setembro",0
"BRF disparou mais de 20% em dois dias; vale a pena comprar agora?",1
"Ações da JBS disparam na Bovespa",1
"Ações da Vale ""viram o jogo"" e podem anular padrão de baixa nos próximos dias",1
"BB lança linha de antecipação de saque aniversário do FGTS",1
"Petrobras multiplica seu lucro 32 vezes e outros 3 balanços; Ultrapar e B2W elevadas e mais destaques",1
"Vale divulga primeiro prejuízo trimestral desde 2002",0
"Ações da Petrobras saltam mais de 6% seguindo petróleo; 4 ações sobem até 9% após balanços",1
"Com disparada da Bovespa, Previ tem superávit de R$ 3,191 bilhões em 2016",1
"Ação da Marfrig sobe mais 2% seguindo compra da National Beef; Ambev tem leve alta com novo CEO e Itaú cai 1%",1
"O que explica a queda de mais de 7% do Bitcoin em poucas horas?",0
"Ambev registra lucro de mais de R$ 12 bilhões em 2019",1
"Justiça suspende obras da Vale em projeto de US$ 4,1 bi no MA",0
"Vale propõe distribuição adicional de proventos em 2004",1
"Agência do Banco do Brasil em Paulo Jacinto é assaltada",0
"Bovespa fecha em alta pelo 4º dia e renova máxima em quase 5 anos com suporte de bancos",1
"Lucro do Banco do Brasil sobe 33,5% e atinge R$ 4,5 bilhões no terceiro trimestre",1
"Bovespa cai 1,6% em sessão volátil, após declarações de Yellen",0
"Bovespa: veja cinco corretoras de valores para iniciar seus investimentos",1
"Vale vê lucro saltar 375% e ficar em US$ 76 milhões no segundo trimestre",1
"Preços de combustíveis pressionam gastos de prefeituras, diz entidade",0
"Ação do Banco do Brasil sobe mais de 2% após resultado da oferta, Eletrobras avança 5% com fala de ministro sobre privatização",1
"Petrobras reduz estimativa da dívida líquida para US$ 69 bilhões",1
"Como achar o próximo Magazine Luiza da bolsa – e investir antes da alta",1
"Bancos freiam alta da Bolsa com relatório da Previdência",0
"Petrobras corta gasolina em 3,8%; Sabesp lucra R$ 900 mi, 2 novas recomendações do Itaú BBA e mais destaques",1
"PIB para baixo, dólar e inflação para cima: o novo cenário do Itaú para o Brasil",0
"Bovespa se recupera e fecha em alta de 0,42% com exterior avesso a risco",1
"Giro médio diário na Bovespa sobe 32,9% em outubro sobre setembro",1
"Alckmin ataca Haddad em debate: PT faz ""vale tudo"" e lança candidatura ""em porta de penitenciária""",0
"Com dólar perto de R$ 6, quais são as ações mais beneficiadas? Um setor da bolsa se destaca",1
"É mais crise do que roubo",0
"Ações de bancos sobem forte, CSN salta 5% após registro de IPO para unidade de mineração e Petrobras avança 3%",1
"Vale poderá provisionar US$ 2 bilhões para despesas com tragédia em Mariana",0
"Itaú BBA rebaixa recomendação de ação que chegou ao seu limite",0
"Embraer salta 3,5% de olho em acordo com Boeing; Vale sobe 2% e JBS cai 2% com Joesley virando réu",1
"Se não tiver solução, vamos privatizar a Petrobras, afirma Bolsonaro",1
"Vale, siderúrgicas e Petrobras caem de olho em China e petróleo; ações ligadas ao setor doméstico sobem forte",0
"IPO da XP: ações fecham com alta de 27% em sua estreia na Nasdaq",1
"BB Seguridade lucra quase R$ 1 bilhão no 2º tri, Petrobras antecipa pagamento de dívidas e mais notícias",1
"Leilão do pré-sal pode arrecadar R$ 6,82 bi, Petrobras reduz preço da gasolina e mais notícias",1
"Veja cinco corretoras listadas na Bovespa que ajudarão nos investimentos",1
"Lava Jato prende ex-diretor de subsidiária da Petrobras ligado a deputado do PP",0
"Com crise na Turquia, Bolsa cai 1,94% e dólar encosta nos R$ 3,90",0
"Bovespa, Bradesco e Itaú Unibanco levantam mais de R$ 100 milhões na R3",1
"Caixa desiste de ter banco de investimento próprio",0
"Ação da Natura tem alta de 6,7% após campanha de marketing de Dia dos Pais",1
"Bovespa opera estável, após fechar a semana com alta de 3,7%",1
"Petrobrás diz que pode adotar proteção para o preço do diesel no futuro",0
"Banco do Brasil aprova remuneração de R$ 1,24 bilhão aos acionistas; saiba como aproveitar",1
"Petrobras sobe mais de 2% com reajuste do diesel; Rumo dispara 6%, enquanto Fibria e Suzano cai com dólar",1
"Vale tem lucro de US$ 1,59 bi, Bradesco lucra R$ 5,1 bi e mais balanços; decreto sobre Petrobras e outros destaques",1
"Maior alta de setembro, ação da Marfrig dispara quase 6%; Vale e Petrobras fecham estáveis com dados dos EUA",1
"Itaú Unibanco conclui compra do restante de parceria com BMG em crédito consignado, por R$1,46 bi",1
"ANP retira interditação em instalações de refinaria da Petrobras não afetadas por acidente",1
"Itaú BBA eleva preço-alvo e indica compra de ação; ""Valuation atrativo ofusca as dúvidas""",1
"Vale sobe 1% seguindo minério de ferro; Natura avança com planos de CEO",1
"Bovespa fecha em baixa de 2,6% com realização de lucros; commodities pesam",0
"GSI acompanha risco de greve na Petrobrás e em outras estatais",0
"Ambev lucra R$ 4,8 bi",1
"Petrobras tem derrota de R$ 17 bi, mas pode ganhar US$ 28 bi com cessão onerosa; veja mais 9 notícias do mercado",0
"Ação da Vale já deixou Brumadinho para trás",1
"Samarco deixa de pagar juros de título, diz banco",0
"Endividada, Taurus busca no exterior solução para crise",0
"Coronavírus leva a pico de buscas e menções à cerveja Corona no Google e no Twitter",1
"Bovespa opera em alta de 0,48% nesta segunda-feira; veja os destaques",1
"Após demissão de Amos Genish, TIM cai 4,5%",0
"Azul estreia com pompa na Bovespa e reforça retomada em mercado acionário brasileiro",1
"A crise das matérias-primas",0
"Dólar sobe 1,34% e volta a superar R$ 4 por cautela com eleições",0
"Falta de crescimento afasta investidores estrangeiros, dizem analistas",0
"À espera de forte reação nos próximos dias, uma estratégia com Itaú para ganhar nas duas pontas",1
"Brasil não vai virar Dinamarca após Lava Jato, diz presidente de construtora",0
"Itaú BBA aposta em balanços e vê alta de 10% para o Ibovespa",1
"Boeing e Embraer anunciam possível fusão e Bovespa avança mais de 2%",1
"ENTREVISTA: o gestor que prefere Itaú ao invés de BB, mas não diz ""nunca"" a uma estatal",0
"Com bom desempenho de Vale e Petrobras, fundos IBX Ativo se destacam",1
"Duas estatais que vão valorizar no governo Bolsonaro, segundo os Analistas sem Censura",1
"Bovespa opera em alta após decréscimos causados por cenário político atual",1
"Vale tem prejuízo de US$ 133 mi; balanços de BR Distribuidora e Duratex, desdobramento do Magalu e mais notícias",0
"A disputa judicial bilionária que está abrindo ainda mais o gap entre as ações de Bradespar e Vale",0
"12 empresas têm mais de 1.000 vagas abertas",1
"Com maior distribuição de proventos, BES recomenda ações da Vale",1
"Ação da Mitre estreia com alta de quase 8% em primeiro IPO na bolsa brasileira de 2020",1
"Empregados da Eletrobras anunciam greve e pedem saída de presidente",0
"Petrobras anuncia JCP aos seus acionistas após resultado; confira os detalhes",1
"Bolsa paulista tem queda de 1,27% e dólar vai a R$ 4,1395",0
"Petrobras fez em agosto US$ 1,45 bilhão em administração de passivos",1
"Débito da Vale com União pode chegar a R$ 25 bilhões",0
"Ações da Petrobras sobem 5% com petróleo; IRB salta 7%, bancos avançam e Cogna cai com recomendação cortada",1
"Smiles cai 38,8% com fim de parceria e anúncio de reorganização da Gol",0
"Petrobras e Eletrobras sobem de olho na política; Via Varejo segue disparada e avança mais 4%",1
"Petrobras corta gasolina, Itaú é alvo de ação bilionária e Câmara aprova lei dos distratos; mais 6 destaques",0
"Com placar apertado, Petrobras perde ação bilionária no TST",0
"Com Preta Gil e folia em Copacabana, Rio começa oficialmente seu Carnaval de 50 dias",1
"Vale informa o pagamento da primeira parcela de dividendos de 2008",1
"Ação da Petrobras cai com queda de quase 8% do petróleo; MRV dispara 7% com processo interrompido para compra da AHS",0
"Juristas veem chance de Petrobras reverter revés bilionário; 5 recomendações, Vale e mais destaques",1
"Dólar bate R$ 3,95 e fecha no maior valor desde fevereiro de 2016",0
"Bolsa brasileira tem nova máxima histórica no primeiro pregão do ano",1
"“Nossa ação valorizou 1.100% em 5 anos, mas ainda está barata em relação aos resultados”",1
"Crise tira 61 mil vagas dos cinco maiores empregadores brasileiros",0
"Bovespa  inicia mês de outubro operando em baixa de 0,42%",0
"Petrobras vai propor novo plano de cargos e salários na segunda-feira",1
"Política agressiva de até US$ 4 bi de dividendos da Vale, Petrobras tem vitória no Cade, nova carteira do Ibovespa e mais",1
"Bolsa tem terceira semana de queda; dólar fecha a R$ 3,77",0
"À espera de reversão no curto prazo, duas operações com Petrobras e Vale que podem render até 500% na Bolsa",1
"No exterior, Bolsas têm pior semana do ano com guerra comercial",0
"Petrobras ""hiberna"" fábricas de fertilizantes; balanços do 4º trimestre, Vale e mais destaques no radar",1
"BRF rebaixada pelo BofA e fora da lista do Itaú BBA, 5 balanços, 3 notícias de Petrobras e mais destaques",0
"Vale e siderúrgicas saltam até 5% seguindo ADRs e Petrobras avança 2%; Triunfo dispara após plano homologado",1
"Governo instala gabinete em ministério para acompanhar desdobramentos de ataques a refinarias",0
"Euforia no mercado: Petrobras, Vale, Ambev e bancos ganham R$ 54,5 bilhões de valor",1
"Braskem cai 3% com oferta de ações; Vale recua 4%, Wiz dispara 12,5% e BR Pharma salta até 38%",0
"Concorrente da Vale prevê lucros duas vezes maiores em 2005",1
"Bolsa cai 1% com nova previsão de desaceleração da economia global",0
"Itaú e outras empresas anunciam doações para o combate ao coronavírus",1
"Ambev estende rali e ganha R$ 40 bilhões na bolsa com ajuda da Heineken – mas analistas fazem alerta",1
"Via Varejo cai mais de 9%; Bradespar salta 19% e Petrobras tem ganhos de quase 10% em setembro após acordos",1
"Ambev anuncia investimentos de R$ 2 bi nos próximos meses",1
"Petrobras espera receber R$ 590 milhões em subsídios do diesel do 2º trimestre",1
